Date,Region,total_streams
2017-01-20,gt,413617
2017-01-20,hk,755136
2017-01-20,hn,228064
2017-01-20,hu,349421
2017-01-20,id,2647029
2017-01-20,ie,1584411
2017-01-20,is,130862
2017-01-20,it,5143270
2017-01-20,jp,371047
2017-01-20,lt,94490
2017-01-20,lu,16205
2017-01-20,lv,86158
2017-01-20,mx,15217401
2017-01-20,my,1565278
2017-01-20,nl,8099621
2017-01-20,no,5289869
2017-01-20,nz,2095404
2017-01-20,pa,317515
2017-01-20,pe,2002167
2017-01-20,ph,8934877
2017-01-20,pl,1905222
2017-01-20,pt,1151008
2017-01-20,py,372937
2017-01-20,se,9554962
2017-01-20,sg,1904281
2017-01-20,sk,70945
2017-01-20,sv,172698
2017-01-20,tr,1878490
2017-01-20,tw,1065482
2017-01-20,us,62270788
2017-01-20,uy,567948
2017-01-21,ar,7165756
2017-01-21,at,867522
2017-01-21,au,7369778
2017-01-21,be,1423533
2017-01-21,bo,178194
2017-01-21,br,15057598
2017-01-21,ca,7110032
2017-01-21,ch,1155180
2017-01-21,cl,5024197
2017-01-21,co,2143972
2017-01-21,cr,867213
2017-01-21,cz,440781
2017-01-21,de,15866764
2017-01-21,dk,4078111
2017-01-21,do,397413
2017-01-21,ec,795620
2017-01-21,ee,69030
2017-01-21,es,10032405
2017-01-21,fi,3395751
2017-01-21,fr,7980531
2017-01-21,gb,19212936
2017-01-21,global,189693561
2017-01-21,gr,147752
2017-01-21,gt,391949
2017-01-21,hk,746973
2017-01-21,hn,225348
2017-01-21,hu,315907
2017-01-21,id,2402201
2017-01-21,ie,1711953
2017-01-21,is,116746
2017-01-21,it,5060951
2017-01-21,jp,479374
2017-01-21,lt,93062
2017-01-21,lu,16756
2017-01-21,lv,76451
2017-01-21,mx,15362871
2017-01-21,my,1424157
2017-01-21,nl,7913534
2017-01-21,no,4912999
2017-01-21,nz,1808805
2017-01-21,pa,305765
2017-01-21,pe,1916333
2017-01-21,ph,8900351
2017-01-21,pl,1925280
2017-01-21,pt,1115688
2017-01-21,py,364464
2017-01-21,se,9081938
2017-01-21,sg,1781793
2017-01-21,sk,79284
2017-01-21,sv,169127
2017-01-21,tr,1790875
2017-01-21,tw,953294
2017-01-21,us,59271179
2017-01-21,uy,555710
2017-01-22,ar,6352595
2017-01-22,at,733926
2017-01-22,au,7215907
2017-01-22,be,1348775
2017-01-22,bo,163285
2017-01-22,br,12459800
2017-01-22,ca,6640526
2017-01-22,ch,1027193
2017-01-22,cl,4509488
2017-01-22,co,1897929
2017-01-22,cr,749774
2017-01-22,cz,441467
2017-01-22,de,13105177
2017-01-22,dk,3373354
2017-01-22,do,354657
2017-01-22,ec,784970
2017-01-22,ee,69535
2017-01-22,es,8785280
2017-01-22,fi,2817886
2017-01-22,fr,6703714
2017-01-22,gb,16539087
2017-01-22,global,169047101
2017-01-22,gr,154122
2017-01-22,gt,354233
2017-01-22,hk,716830
2017-01-22,hn,194777
2017-01-22,hu,298232
2017-01-22,id,2405170
2017-01-22,ie,1475840
2017-01-22,is,93965
2017-01-22,it,4072547
2017-01-22,jp,498065
2017-01-22,lt,98600
2017-01-22,lu,13811
2017-01-22,lv,89619
2017-01-22,mx,12900715
2017-01-22,my,1404154
2017-01-22,nl,7128677
2017-01-22,no,3981176
2017-01-22,nz,1777797
2017-01-22,pa,267040
2017-01-22,pe,1738618
2017-01-22,ph,8606367
2017-01-22,pl,1819414
2017-01-22,pt,990801
2017-01-22,py,307940
2017-01-22,se,7246715
2017-01-22,sg,1805728
2017-01-22,sk,88991
2017-01-22,sv,154890
2017-01-22,tr,1713487
2017-01-22,tw,950002
2017-01-22,us,54045809
2017-01-22,uy,471859
2017-01-23,ar,6263687
2017-01-23,at,760497
2017-01-23,au,7515510
2017-01-23,be,1121430
2017-01-23,bo,152652
2017-01-23,br,14196722
2017-01-23,ca,7009107
2017-01-23,ch,1053655
2017-01-23,cl,4930780
2017-01-23,co,2087781
2017-01-23,cr,863071
2017-01-23,cz,439887
2017-01-23,de,12419877
2017-01-23,dk,3787984
2017-01-23,do,336740
2017-01-23,ec,736379
2017-01-23,ee,64480
2017-01-23,es,9101942
2017-01-23,fi,2964527
2017-01-23,fr,6333965
2017-01-23,gb,17747132
2017-01-23,global,178904276
2017-01-23,gr,114248
2017-01-23,gt,375805
2017-01-23,hk,770754
2017-01-23,hn,194126
2017-01-23,hu,305712
2017-01-23,id,2654073
2017-01-23,ie,1532003
2017-01-23,is,127327
2017-01-23,it,4547827
2017-01-23,jp,416284
2017-01-23,lt,85541
2017-01-23,lu,12257
2017-01-23,lv,82653
2017-01-23,mx,13756144
2017-01-23,my,1614274
2017-01-23,nl,7730524
2017-01-23,no,4531934
2017-01-23,nz,1981022
2017-01-23,pa,295768
2017-01-23,pe,1964813
2017-01-23,ph,9015438
2017-01-23,pl,1824140
2017-01-23,pt,1119359
2017-01-23,py,332205
2017-01-23,se,7903477
2017-01-23,sg,1995736
2017-01-23,sk,72499
2017-01-23,sv,151535
2017-01-23,tr,1861087
2017-01-23,tw,1074249
2017-01-23,us,56944560
2017-01-23,uy,534000
2017-01-24,ar,6273394
2017-01-24,at,763087
2017-01-24,au,7648852
2017-01-24,be,1160901
2017-01-24,bo,189188
2017-01-24,br,14420262
2017-01-24,ca,7282552
2017-01-24,ch,1080250
2017-01-24,cl,4925844
2017-01-24,co,2159292
2017-01-24,cr,903364
2017-01-24,cz,459941
2017-01-24,de,12765392
2017-01-24,dk,3839426
2017-01-24,do,353021
2017-01-24,ec,792942
2017-01-24,ee,65293
2017-01-24,es,9331277
2017-01-24,fi,2938935
2017-01-24,fr,6415372
2017-01-24,gb,17672546
2017-01-24,global,184962123
2017-01-24,gr,127075
2017-01-24,gt,399613
2017-01-24,hk,803320
2017-01-24,hn,203323
2017-01-24,hu,320924
2017-01-24,id,2713669
2017-01-24,ie,1514610
2017-01-24,is,128823
2017-01-24,it,4707440
2017-01-24,jp,457660
2017-01-24,lt,97110
2017-01-24,lu,14017
2017-01-24,lv,89620
2017-01-24,mx,15123469
2017-01-24,my,1579796
2017-01-24,nl,7752958
2017-01-24,no,4536479
2017-01-24,nz,1988783
2017-01-24,pa,305991
2017-01-24,pe,2132240
2017-01-24,ph,9007562
2017-01-24,pl,1869128
2017-01-24,pt,1175607
2017-01-24,py,351636
2017-01-24,se,8036259
2017-01-24,sg,2030014
2017-01-24,sk,84840
2017-01-24,sv,159924
2017-01-24,tr,1906649
2017-01-24,tw,1137619
2017-01-24,us,59797522
2017-01-24,uy,531492
2017-01-25,ar,6358025
2017-01-25,at,809320
2017-01-25,au,7786547
2017-01-25,be,1263113
2017-01-25,bo,201399
2017-01-25,br,14288484
2017-01-25,ca,7239207
2017-01-25,ch,1112372
2017-01-25,cl,4868030
2017-01-25,co,2161107
2017-01-25,cr,905456
2017-01-25,cz,460325
2017-01-25,de,13217830
2017-01-25,dk,3886455
2017-01-25,do,355934
2017-01-25,ec,794065
2017-01-25,ee,61482
2017-01-25,es,9533266
2017-01-25,fi,2982829
2017-01-25,fr,7144025
2017-01-25,gb,17959734
2017-01-25,global,187769341
2017-01-25,gr,115000
2017-01-25,gt,408384
2017-01-25,hk,823746
2017-01-25,hn,207428
2017-01-25,hu,323569
2017-01-25,id,2635612
2017-01-25,ie,1575684
2017-01-25,is,129013
2017-01-25,it,4833972
2017-01-25,jp,462167
2017-01-25,lt,94660
2017-01-25,lu,12566
2017-01-25,lv,86020
2017-01-25,mx,15427654
2017-01-25,my,1613768
2017-01-25,nl,7800176
2017-01-25,no,4651540
2017-01-25,nz,1987962
2017-01-25,pa,311595
2017-01-25,pe,2222949
2017-01-25,ph,9174989
2017-01-25,pl,1898477
2017-01-25,pt,1187167
2017-01-25,py,347736
2017-01-25,se,8186057
2017-01-25,sg,2020097
2017-01-25,sk,73159
2017-01-25,sv,160613
2017-01-25,tr,1898989
2017-01-25,tw,1189681
2017-01-25,us,60682755
2017-01-25,uy,502318
2017-01-26,ar,6558857
2017-01-26,at,825498
2017-01-26,au,7049345
2017-01-26,be,1161259
2017-01-26,bo,210278
2017-01-26,br,14631165
2017-01-26,ca,7349041
2017-01-26,ch,1088925
2017-01-26,cl,4679851
2017-01-26,co,2229972
2017-01-26,cr,950038
2017-01-26,cz,475158
2017-01-26,de,13497139
2017-01-26,dk,4060694
2017-01-26,do,366371
2017-01-26,ec,769664
2017-01-26,ee,68042
2017-01-26,es,9771172
2017-01-26,fi,3100300
2017-01-26,fr,6817701
2017-01-26,gb,17851453
2017-01-26,global,189663954
2017-01-26,gr,113210
2017-01-26,gt,423195
2017-01-26,hk,790222
2017-01-26,hn,219219
2017-01-26,hu,332870
2017-01-26,id,2684466
2017-01-26,ie,1564068
2017-01-26,is,136520
2017-01-26,it,4804419
2017-01-26,jp,453714
2017-01-26,lt,90650
2017-01-26,lu,14469
2017-01-26,lv,81908
2017-01-26,mx,15767815
2017-01-26,my,1711539
2017-01-26,nl,7822214
2017-01-26,no,4865559
2017-01-26,nz,2081040
2017-01-26,pa,318554
2017-01-26,pe,2300327
2017-01-26,ph,9184993
2017-01-26,pl,1930500
2017-01-26,pt,1161552
2017-01-26,py,365230
2017-01-26,se,8697544
2017-01-26,sg,1982032
2017-01-26,sk,74024
2017-01-26,sv,170857
2017-01-26,tr,1933583
2017-01-26,tw,1142819
2017-01-26,us,61834728
2017-01-26,uy,515192
2017-01-27,ar,7057280
2017-01-27,at,905861
2017-01-27,au,7805004
2017-01-27,be,1247847
2017-01-27,bo,228851
2017-01-27,br,15920519
2017-01-27,ca,7801142
2017-01-27,ch,1208587
2017-01-27,cl,5029973
2017-01-27,co,2405304
2017-01-27,cr,980723
2017-01-27,cz,495062
2017-01-27,de,15841094
2017-01-27,dk,4548400
2017-01-27,do,388328
2017-01-27,ec,808163
2017-01-27,ee,82029
2017-01-27,es,10296707
2017-01-27,fi,3673646
2017-01-27,fr,7636958
2017-01-27,gb,19318922
2017-01-27,global,202931958
2017-01-27,gr,120625
2017-01-27,gt,451879
2017-01-27,hk,770890
2017-01-27,hn,246833
2017-01-27,hu,354668
2017-01-27,id,2657682
2017-01-27,ie,1670349
2017-01-27,is,156539
2017-01-27,it,4947354
2017-01-27,jp,480177
2017-01-27,lt,92568
2017-01-27,lu,15016
2017-01-27,lv,77787
2017-01-27,mx,16589790
2017-01-27,my,1502331
2017-01-27,nl,8356338
2017-01-27,no,5405935
2017-01-27,nz,2165320
2017-01-27,pa,353073
2017-01-27,pe,2332757
2017-01-27,ph,9079597
2017-01-27,pl,1993358
2017-01-27,pt,1221810
2017-01-27,py,392050
2017-01-27,se,10313107
2017-01-27,sg,1815042
2017-01-27,sk,76428
2017-01-27,sv,185112
2017-01-27,tr,1968344
2017-01-27,tw,895432
2017-01-27,us,67869691
2017-01-27,uy,600231
2017-01-28,ar,7515128
2017-01-28,at,912517
2017-01-28,au,7592470
2017-01-28,be,1400068
2017-01-28,bo,213379
2017-01-28,br,15697651
2017-01-28,ca,7304253
2017-01-28,ch,1205315
2017-01-28,cl,5102586
2017-01-28,co,2361710
2017-01-28,cr,943472
2017-01-28,cz,438066
2017-01-28,de,16275791
2017-01-28,dk,4227694
2017-01-28,do,440348
2017-01-28,ec,862021
2017-01-28,ee,70240
2017-01-28,es,11006472
2017-01-28,fi,3388028
2017-01-28,fr,8387648
2017-01-28,gb,19551841
2017-01-28,global,196888548
2017-01-28,gr,138758
2017-01-28,gt,455898
2017-01-28,hk,587476
2017-01-28,hn,257442
2017-01-28,hu,327340
2017-01-28,id,2328789
2017-01-28,ie,1821041
2017-01-28,is,128401
2017-01-28,it,5145583
2017-01-28,jp,564450
2017-01-28,lt,82418
2017-01-28,lu,16559
2017-01-28,lv,72761
2017-01-28,mx,16230638
2017-01-28,my,1183957
2017-01-28,nl,8134955
2017-01-28,no,5053070
2017-01-28,nz,1939254
2017-01-28,pa,338683
2017-01-28,pe,2279213
2017-01-28,ph,9007298
2017-01-28,pl,2027537
2017-01-28,pt,1203806
2017-01-28,py,399263
2017-01-28,se,9581284
2017-01-28,sg,1367215
2017-01-28,sk,81578
2017-01-28,sv,210010
2017-01-28,tr,1850410
2017-01-28,tw,779412
2017-01-28,us,63510516
2017-01-28,uy,585178
2017-01-29,ar,6672360
2017-01-29,at,753570
2017-01-29,au,7484348
2017-01-29,be,1270954
2017-01-29,bo,148237
2017-01-29,br,13101815
2017-01-29,ca,6714391
2017-01-29,ch,995427
2017-01-29,cl,4686403
2017-01-29,co,2033347
2017-01-29,cr,792549
2017-01-29,cz,436392
2017-01-29,de,13473576
2017-01-29,dk,3481654
2017-01-29,do,359825
2017-01-29,ec,764986
2017-01-29,ee,67607
2017-01-29,es,8820052
2017-01-29,fi,2814371
2017-01-29,fr,6783301
2017-01-29,gb,16497824
2017-01-29,global,172349381
2017-01-29,gr,136591
2017-01-29,gt,383198
2017-01-29,hk,614141
2017-01-29,hn,213156
2017-01-29,hu,291921
2017-01-29,id,2360180
2017-01-29,ie,1526531
2017-01-29,is,96734
2017-01-29,it,4113259
2017-01-29,jp,565705
2017-01-29,lt,89500
2017-01-29,lu,10816
2017-01-29,lv,77997
2017-01-29,mx,13304693
2017-01-29,my,1178456
2017-01-29,nl,7211715
2017-01-29,no,3983076
2017-01-29,nz,1861266
2017-01-29,pa,291315
2017-01-29,pe,2095706
2017-01-29,ph,8754345
2017-01-29,pl,1838346
2017-01-29,pt,1061443
2017-01-29,py,338831
2017-01-29,se,7415888
2017-01-29,sg,1403883
2017-01-29,sk,79140
2017-01-29,sv,179339
2017-01-29,tr,1785493
2017-01-29,tw,774789
2017-01-29,us,56969301
2017-01-29,uy,491211
2017-01-30,ar,6737555
2017-01-30,at,784240
2017-01-30,au,7685997
2017-01-30,be,1121264
2017-01-30,bo,212489
2017-01-30,br,14195795
2017-01-30,ca,7042640
2017-01-30,ch,1092657
2017-01-30,cl,5043090
2017-01-30,co,2112240
2017-01-30,cr,894719
2017-01-30,cz,459677
2017-01-30,de,13155619
2017-01-30,dk,3917631
2017-01-30,do,388468
2017-01-30,ec,720872
2017-01-30,ee,61027
2017-01-30,es,9468596
2017-01-30,fi,3047971
2017-01-30,fr,6729282
2017-01-30,gb,17924361
2017-01-30,global,182877456
2017-01-30,gr,131649
2017-01-30,gt,371234
2017-01-30,hk,638302
2017-01-30,hn,196729
2017-01-30,hu,325331
2017-01-30,id,2628201
2017-01-30,ie,1591121
2017-01-30,is,141851
2017-01-30,it,4566524
2017-01-30,jp,514557
2017-01-30,lt,85544
2017-01-30,lu,11336
2017-01-30,lv,80723
2017-01-30,mx,14389214
2017-01-30,my,1274906
2017-01-30,nl,7964713
2017-01-30,no,4774789
2017-01-30,nz,1965046
2017-01-30,pa,302633
2017-01-30,pe,2326601
2017-01-30,ph,8153649
2017-01-30,pl,1886935
2017-01-30,pt,1193679
2017-01-30,py,372000
2017-01-30,se,8274018
2017-01-30,sg,1564168
2017-01-30,sk,78074
2017-01-30,sv,158858
2017-01-30,tr,1921286
2017-01-30,tw,811108
2017-01-30,us,60298890
2017-01-30,uy,548720
2017-01-31,ar,6703140
2017-01-31,at,799628
2017-01-31,au,7783402
2017-01-31,be,1151089
2017-01-31,bo,225333
2017-01-31,br,14557390
2017-01-31,ca,7295520
2017-01-31,ch,1124749
2017-01-31,cl,5122758
2017-01-31,co,2272148
2017-01-31,cr,944689
2017-01-31,cz,477299
2017-01-31,de,13456776
2017-01-31,dk,3951436
2017-01-31,do,347047
2017-01-31,ec,764126
2017-01-31,ee,71600
2017-01-31,es,9589544
2017-01-31,fi,3092216
2017-01-31,fr,6741868
2017-01-31,gb,17577101
2017-01-31,global,190191924
2017-01-31,gr,118741
2017-01-31,gt,430078
2017-01-31,hk,682099
2017-01-31,hn,213397
2017-01-31,hu,337356
2017-01-31,id,2689073
2017-01-31,ie,1551859
2017-01-31,is,136179
2017-01-31,it,4826106
2017-01-31,jp,523050
2017-01-31,lt,91843
2017-01-31,lu,13125
2017-01-31,lv,84486
2017-01-31,mx,15770519
2017-01-31,my,1437928
2017-01-31,nl,7999434
2017-01-31,no,4774282
2017-01-31,nz,1932974
2017-01-31,pa,336122
2017-01-31,pe,2508032
2017-01-31,ph,9099292
2017-01-31,pl,1914517
2017-01-31,pt,1252289
2017-01-31,py,378233
2017-01-31,se,8417681
2017-01-31,sg,2023315
2017-01-31,sk,88322
2017-01-31,sv,172205
2017-01-31,tr,1953939
2017-01-31,tw,891536
2017-01-31,us,63306596
2017-01-31,uy,501981
2017-02-01,ar,6857099
2017-02-01,at,822169
2017-02-01,au,7809734
2017-02-01,be,1257439
2017-02-01,bo,226005
2017-02-01,br,14872693
2017-02-01,ca,7268514
2017-02-01,ch,1164606
2017-02-01,cl,5280011
2017-02-01,co,2289104
2017-02-01,cr,958799
2017-02-01,cz,479213
2017-02-01,de,13372316
2017-02-01,dk,4010303
2017-02-01,do,374517
2017-02-01,ec,774710
2017-02-01,ee,68712
2017-02-01,es,9957940
2017-02-01,fi,3197511
2017-02-01,fr,7487882
2017-02-01,gb,18115152
2017-02-01,global,193633315
2017-02-01,gr,116661
2017-02-01,gt,436850
2017-02-01,hk,784574
2017-02-01,hn,230595
2017-02-01,hu,334179
2017-02-01,id,2692809
2017-02-01,ie,1616063
2017-02-01,is,137230
2017-02-01,it,5072628
2017-02-01,jp,506118
2017-02-01,lt,90074
2017-02-01,lu,12635
2017-02-01,lv,81137
2017-02-01,mx,16152310
2017-02-01,my,1438277
2017-02-01,nl,8166808
2017-02-01,no,4906350
2017-02-01,nz,1906919
2017-02-01,pa,342942
2017-02-01,pe,2493128
2017-02-01,ph,9428519
2017-02-01,pl,1880091
2017-02-01,pt,1296267
2017-02-01,py,372789
2017-02-01,se,8621832
2017-02-01,sg,2009018
2017-02-01,sk,84204
2017-02-01,sv,184825
2017-02-01,tr,1934131
2017-02-01,tw,958919
2017-02-01,us,63703851
2017-02-01,uy,544932
2017-02-02,ar,7057021
2017-02-02,at,843505
2017-02-02,au,7936631
2017-02-02,be,1170916
2017-02-02,bo,234895
2017-02-02,br,14852290
2017-02-02,ca,7297961
2017-02-02,ch,1153966
2017-02-02,cl,5266329
2017-02-02,co,2466251
2017-02-02,cr,961240
2017-02-02,cz,496494
2017-02-02,de,13786851
2017-02-02,dk,4049546
2017-02-02,do,381823
2017-02-02,ec,796526
2017-02-02,ee,66893
2017-02-02,es,10178486
2017-02-02,fi,3372130
2017-02-02,fr,7151194
2017-02-02,gb,17996431
2017-02-02,global,194517087
2017-02-02,gr,120941
2017-02-02,gt,446682
2017-02-02,hk,776202
2017-02-02,hn,237459
2017-02-02,hu,339480
2017-02-02,id,2736936
2017-02-02,ie,1592127
2017-02-02,is,146743
2017-02-02,it,5001601
2017-02-02,jp,505027
2017-02-02,lt,89091
2017-02-02,lu,15477
2017-02-02,lv,79494
2017-02-02,mx,16394426
2017-02-02,my,1556868
2017-02-02,nl,8127660
2017-02-02,no,5019926
2017-02-02,nz,1924024
2017-02-02,pa,358376
2017-02-02,pe,2521342
2017-02-02,ph,9475258
2017-02-02,pl,1899416
2017-02-02,pt,1238928
2017-02-02,py,391845
2017-02-02,se,8860727
2017-02-02,sg,1991157
2017-02-02,sk,84318
2017-02-02,sv,190293
2017-02-02,tr,1935476
2017-02-02,tw,1041842
2017-02-02,us,63927189
2017-02-02,uy,554354
2017-02-03,ar,7450921
2017-02-03,at,924572
2017-02-03,au,7923987
2017-02-03,be,1293755
2017-02-03,bo,249374
2017-02-03,br,15954659
2017-02-03,ca,7725524
2017-02-03,ch,1255442
2017-02-03,cl,5329925
2017-02-03,co,2575775
2017-02-03,cr,987587
2017-02-03,cz,536104
2017-02-03,de,16219912
2017-02-03,dk,4529684
2017-02-03,do,417353
2017-02-03,ec,826072
2017-02-03,ee,77042
2017-02-03,es,10550804
2017-02-03,fi,3781506
2017-02-03,fr,7860172
2017-02-03,gb,19393886
2017-02-03,global,206406926
2017-02-03,gr,125147
2017-02-03,gt,465165
2017-02-03,hk,783501
2017-02-03,hn,265644
2017-02-03,hu,372961
2017-02-03,id,2711567
2017-02-03,ie,1653929
2017-02-03,is,154565
2017-02-03,it,5666715
2017-02-03,jp,463254
2017-02-03,lt,94453
2017-02-03,lu,18510
2017-02-03,lv,80749
2017-02-03,mx,17012723
2017-02-03,my,1517287
2017-02-03,nl,8521656
2017-02-03,no,5456949
2017-02-03,nz,2186513
2017-02-03,pa,355561
2017-02-03,pe,2594203
2017-02-03,ph,9257473
2017-02-03,pl,1946405
2017-02-03,pt,1289778
2017-02-03,py,415145
2017-02-03,se,9982002
2017-02-03,sg,1893290
2017-02-03,sk,95069
2017-02-03,sv,202756
2017-02-03,tr,2259770
2017-02-03,tw,1066792
2017-02-03,us,70508023
2017-02-03,uy,608829
2017-02-04,ar,7259455
2017-02-04,at,936083
2017-02-04,au,7919373
2017-02-04,be,1431737
2017-02-04,bo,223120
2017-02-04,br,15985179
2017-02-04,ca,7345551
2017-02-04,ch,1240315
2017-02-04,cl,5227208
2017-02-04,co,2563766
2017-02-04,cr,959091
2017-02-04,cz,441679
2017-02-04,de,16418464
2017-02-04,dk,4116871
2017-02-04,do,446991
2017-02-04,ec,861227
2017-02-04,ee,65128
2017-02-04,es,10905829
2017-02-04,fi,3556619
2017-02-04,fr,8384763
2017-02-04,gb,19364419
2017-02-04,global,201555494
2017-02-04,gr,151008
2017-02-04,gt,446766
2017-02-04,hk,749727
2017-02-04,hn,257880
2017-02-04,hu,343620
2017-02-04,id,2487205
2017-02-04,ie,1755686
2017-02-04,is,140943
2017-02-04,it,5615181
2017-02-04,jp,554863
2017-02-04,lt,94928
2017-02-04,lu,17133
2017-02-04,lv,76939
2017-02-04,mx,17361636
2017-02-04,my,1397004
2017-02-04,nl,8214737
2017-02-04,no,5087649
2017-02-04,nz,1972215
2017-02-04,pa,348902
2017-02-04,pe,2554053
2017-02-04,ph,9225699
2017-02-04,pl,2024589
2017-02-04,pt,1187245
2017-02-04,py,419807
2017-02-04,se,9270588
2017-02-04,sg,1822710
2017-02-04,sk,81132
2017-02-04,sv,218792
2017-02-04,tr,2136146
2017-02-04,tw,950085
2017-02-04,us,67649101
2017-02-04,uy,563828
2017-02-05,ar,6031828
2017-02-05,at,785830
2017-02-05,au,7592149
2017-02-05,be,1329210
2017-02-05,bo,182913
2017-02-05,br,13414403
2017-02-05,ca,6764335
2017-02-05,ch,1084682
2017-02-05,cl,4886578
2017-02-05,co,2289276
2017-02-05,cr,801077
2017-02-05,cz,448588
2017-02-05,de,13782749
2017-02-05,dk,3529295
2017-02-05,do,394443
2017-02-05,ec,752912
2017-02-05,ee,75872
2017-02-05,es,9168905
2017-02-05,fi,3032110
2017-02-05,fr,7101208
2017-02-05,gb,16488895
2017-02-05,global,179477019
2017-02-05,gr,147777
2017-02-05,gt,389815
2017-02-05,hk,746907
2017-02-05,hn,236741
2017-02-05,hu,328868
2017-02-05,id,2473804
2017-02-05,ie,1522649
2017-02-05,is,106748
2017-02-05,it,4469105
2017-02-05,jp,555148
2017-02-05,lt,97679
2017-02-05,lu,12979
2017-02-05,lv,89629
2017-02-05,mx,14567327
2017-02-05,my,1413402
2017-02-05,nl,7369473
2017-02-05,no,4148466
2017-02-05,nz,1856684
2017-02-05,pa,290725
2017-02-05,pe,2348724
2017-02-05,ph,9011512
2017-02-05,pl,1879646
2017-02-05,pt,1072856
2017-02-05,py,305073
2017-02-05,se,7693831
2017-02-05,sg,1828035
2017-02-05,sk,85584
2017-02-05,sv,188764
2017-02-05,tr,1964657
2017-02-05,tw,919274
2017-02-05,us,62192520
2017-02-05,uy,398132
2017-02-06,ar,6579685
2017-02-06,at,790110
2017-02-06,au,7609886
2017-02-06,be,1140799
2017-02-06,bo,210830
2017-02-06,br,13930114
2017-02-06,ca,6820296
2017-02-06,ch,1106136
2017-02-06,cl,5160539
2017-02-06,co,2281243
2017-02-06,cr,896954
2017-02-06,cz,456230
2017-02-06,de,12853026
2017-02-06,dk,3869290
2017-02-06,do,344741
2017-02-06,ec,718115
2017-02-06,ee,66469
2017-02-06,es,9280102
2017-02-06,fi,3164362
2017-02-06,fr,7031834
2017-02-06,gb,17468302
2017-02-06,global,181060180
2017-02-06,gr,120727
2017-02-06,gt,387549
2017-02-06,hk,805630
2017-02-06,hn,206195
2017-02-06,hu,326163
2017-02-06,id,2692610
2017-02-06,ie,1513159
2017-02-06,is,136680
2017-02-06,it,4878604
2017-02-06,jp,474942
2017-02-06,lt,86897
2017-02-06,lu,12976
2017-02-06,lv,75161
2017-02-06,mx,14211931
2017-02-06,my,1576219
2017-02-06,nl,8066042
2017-02-06,no,4751737
